label,x,y,z
anus,1.4363185123565645,10.076833163818776,-78.34779726511942
coccyx inferior,4.641862851764131,29.84644413086532,-14.165249343137845
obstetrical symph top,-2.3917762919667496,-89.57234678355181,-31.74985519315865
symph inferior,-1.7801554968597202,-54.09834066734386,-59.88441176808219
symph superior,-2.3917762919667496,-98.13503791505028,-36.031200758907886
urethra,-0.6384833249303767,-44.35750980301424,-67.37653434157167
vertebra caudo-cranial 1,0.9721380811219262,50.31271185550729,7.521550688018934
vertebra caudo-cranial 2,1.5837588762289556,52.45101401514505,15.769287589478909
vertebra caudo-cranial 3,-0.2511035090921325,52.45101401514505,25.849854913485515
